uniqueID,movie_name,num_trailers,trailer_id,video_url,video_title,channel,official,teaser,days_diff,trailer_release,trailer_view,trailer_like,trailer_comment,most_recent,oldest,most_liked,most_viewed,most_comment
201,John Wick: Chapter 3 - Parabellum,3,2,https://www.youtube.com/watch?v=BrWJ9LG_occ,John Wick: Chapter 3 - Parabellum (2019 Movie) Official Trailer Tease – Keanu Reeves Halle Berry,Lionsgate Movies,,1,-122,1/15/2019,1141307,13501,1548,0,1,0,0,0
202,Moana,2,0,https://www.youtube.com/watch?v=LKFuXETZUsI,Moana Official Trailer,Walt Disney Animation Studios,1,,-69,9/15/2016,40041966,167659,0,1,0,1,1,1
202,Moana,2,1,https://www.youtube.com/watch?v=C6PbWhWGUrY,Moana Official US Teaser Trailer,Walt Disney Animation Studios,,1,-164,6/12/2016,12276952,65836,0,0,1,0,0,0
203,Despicable Me,3,0,https://www.youtube.com/watch?v=zzCZ1W_CUoI,Despicable Me - Theatrical Trailer,Universal Pictures,1,,-106,3/25/2010,2797762,7941,0,1,0,1,0,1
203,Despicable Me,3,1,https://www.youtube.com/watch?v=hocFEDWUe7Q,Despicable Me - Teaser Trailer #1,Universal Pictures,,1,-345,7/29/2009,881933,1567,0,0,0,0,0,0
203,Despicable Me,3,2,https://www.youtube.com/watch?v=bvXMWcUhKMY,Despicable Me - Teaser Trailer #2,Universal Pictures,,1,-231,11/20/2009,3447122,3529,0,0,1,0,1,0
204,War for the Planet of the Apes,3,0,https://www.youtube.com/watch?v=JDcAlo8i2y8,War for the Planet of the Apes | Official Trailer [HD] | 20th Century FOX,Planet of the Apes,1,,-106,3/30/2017,6306265,35132,2337,0,0,0,0,0
204,War for the Planet of the Apes,3,1,https://www.youtube.com/watch?v=qxjPjPzQ1iU,War for the Planet of the Apes | Final Trailer | 20th Century FOX,Planet of the Apes,1,,-59,5/16/2017,12778705,40311,2637,1,0,0,0,0
204,War for the Planet of the Apes,3,2,https://www.youtube.com/watch?v=UEP1Mk6Un98,War for the Planet of the Apes | Teaser Trailer [HD] | 20th Century FOX,Planet of the Apes,,1,-217,12/9/2016,16319328,91655,7120,0,1,1,1,1
205,Valentine's Day,1,0,https://www.youtube.com/watch?v=fXyHuuYtR00,Valentine's Day,Warner Bros. Pictures,1,,-35,1/8/2010,96148,282,0,1,1,1,1,1
206,Ralph Breaks the Internet,4,0,https://www.youtube.com/watch?v=_BcYBFC6zfY,Ralph Breaks the Internet: Wreck-It Ralph 2 Official Trailer,Walt Disney Animation Studios,1,,-170,6/4/2018,21444283,251834,0,0,0,0,0,0
206,Ralph Breaks the Internet,4,1,https://www.youtube.com/watch?v=T73h5bmD8Dc,Ralph Breaks the Internet | Official Trailer 2,Walt Disney Animation Studios,1,,-62,9/20/2018,9283896,90210,0,1,0,0,0,0
206,Ralph Breaks the Internet,4,2,https://www.youtube.com/watch?v=DIBw9dSVKdU,Ralph Breaks The Internet: Wreck-It Ralph 2 Official Teaser Trailer,Walt Disney Animation Studios,,1,-266,2/28/2018,29854107,324838,0,0,0,1,1,0
206,Ralph Breaks the Internet,4,3,https://www.youtube.com/watch?v=d6PkKUN12cI,Ralph Breaks the Internet - Sneak Peek,Walt Disney Animation Studios,1,,-103,8/10/2018,3231992,44201,6176,0,1,0,0,1
207,Snow White and the Huntsman,2,0,https://www.youtube.com/watch?v=tCFq6gOXDqY,Snow White and the Huntsman - Teaser Trailer,Universal Pictures,,1,-200,11/14/2011,100318,529,44,0,0,0,0,0
207,Snow White and the Huntsman,2,1,https://www.youtube.com/watch?v=uudKJzOFGlY,Snow White and the Huntsman - Trailer,Snow White and the Huntsman,1,,-69,3/24/2012,543171,2579,130,1,1,1,1,1
208,Big Hero 6,3,0,https://www.youtube.com/watch?v=z3biFxZIJOQ,Disney's Big Hero 6 - Official US Trailer 1,Walt Disney Animation Studios,1,,-115,7/15/2014,21270920,62757,0,0,0,1,1,1
208,Big Hero 6,3,1,https://www.youtube.com/watch?v=OvgyXKDXdZY,Disney's Big Hero 6 Official US Teaser Trailer,Walt Disney Animation Studios,,1,-169,5/22/2014,20223826,39193,0,0,0,0,0,0
208,Big Hero 6,3,2,https://www.youtube.com/watch?v=8IdMPpKMdcc,Disney's Big Hero 6 - Official US Trailer 2,Walt Disney Animation Studios,1,,-43,9/25/2014,19190436,58578,0,1,1,0,0,0
211,Gravity,2,0,https://www.youtube.com/watch?v=OiTiKOy59o4,Gravity - Official Main Trailer [2K HD],Warner Bros. Pictures,1,,-30,9/4/2013,20029543,63887,12239,1,0,1,1,1
211,Gravity,2,1,https://www.youtube.com/watch?v=ufsrgE0BYf0,Gravity - Official Teaser Trailer [HD],Warner Bros. Pictures,,1,-148,5/9/2013,9602498,26150,9206,0,1,0,0,0
212,The Karate Kid,2,0,https://www.youtube.com/watch?v=XY8amUImEu0,THE KARATE KID - Official Trailer (HD),Sony Pictures Entertainment,1,,-107,2/24/2010,18049571,37855,10655,1,0,1,1,1
212,The Karate Kid,2,1,https://www.youtube.com/watch?v=2SmmxvHLsKk,Watch the Official THE KARATE KID Trailer in HD,Sony Pictures Entertainment,1,,-158,1/4/2010,5859918,9123,3575,0,1,0,0,0
213,Mission: Impossible - Rogue Nation,2,0,https://www.youtube.com/watch?v=gOW_azQbOjw,Mission: Impossible Rogue Nation Trailer,Mission Impossible,1,,-130,3/23/2015,14707820,38231,2894,0,0,1,1,1
213,Mission: Impossible - Rogue Nation,2,1,https://www.youtube.com/watch?v=F-qBD17wwrQ,Mission: Impossible Rogue Nation Trailer 2,Mission Impossible,1,,-58,6/3/2015,7679735,12423,926,1,1,0,0,0
214,The Incredible Hulk,1,0,https://www.youtube.com/watch?v=Pog1CbcVBJk,NEW The Incredible Hulk Trailer - HD,IncredibleHulk2008,1,,-44,4/30/2008,273630,882,84,1,1,1,1,1
215,The SpongeBob Movie: Sponge Out of Water,1,0,https://www.youtube.com/watch?v=Wlh2zAfIOE4,The SpongeBob Movie: Sponge Out of Water | Clip: Mega Clip | Paramount Pictures International,Paramount Pictures International,1,,-10,1/27/2015,8401388,23245,0,1,1,1,1,1
216,No Time to Die,3,0,https://www.youtube.com/watch?v=BIhNsAtPbPI,NO TIME TO DIE Trailer – In Cinemas October 2021.,James Bond 007,,1,-674,12/4/2019,25707920,235110,18166,0,0,1,1,1
216,No Time to Die,3,1,https://www.youtube.com/watch?v=N_gD9-Oa0fg,NO TIME TO DIE | Final US Trailer,James Bond 007,1,,-38,8/31/2021,18126819,113209,8568,1,0,0,0,0
216,No Time to Die,3,2,https://www.youtube.com/watch?v=vw2FOYjCz38,NO TIME TO DIE | Trailer 2,James Bond 007,1,,-400,9/3/2020,19058633,158150,12807,0,1,0,0,0
217,Watchmen,1,0,https://www.youtube.com/watch?v=D7qj1VGlu5s,The Watchmen (2009) - Trailer #1 in HD,mgcristi,1,,-90,12/6/2008,53813,581,71,1,1,1,1,1
218,X-Men: First Class,2,0,https://www.youtube.com/watch?v=kyQKi5-k0UU,X-Men: First Class - Official Trailer (HD),X-Men Movies,1,,-36,4/28/2011,2174877,9871,940,1,0,0,0,0
218,X-Men: First Class,2,1,https://www.youtube.com/watch?v=UrbHykKUfTM,X-Men: First Class - Official Trailer,X-Men Movies,1,,-113,2/10/2011,16506466,34291,9464,0,1,1,1,1
221,How to Train Your Dragon: The Hidden World,2,0,https://www.youtube.com/watch?v=9vSaz7pv2kA,HOW TO TRAIN YOUR DRAGON: THE HIDDEN WORLD – Official Teaser Trailer (Universal Pictures) HD,Universal Pictures UK,,1,-260,6/7/2018,1121910,6027,0,0,0,0,0,1
221,How to Train Your Dragon: The Hidden World,2,1,https://www.youtube.com/watch?v=acDHTkslk2w,HOW TO TRAIN YOUR DRAGON: THE HIDDEN WORLD - Official Trailer 2 (Universal Pictures) HD,Universal Pictures UK,1,,-120,10/25/2018,5992162,25383,0,1,1,1,1,0
222,Rise of the Planet of the Apes,1,0,https://www.youtube.com/watch?v=P1yKN0llkrY,Rise of the Planet of the Apes | Trailer | 20th Century FOX,Planet of the Apes,1,,-31,7/5/2011,352447,770,89,1,1,1,1,1
223,The Hobbit: The Battle of the Five Armies,2,0,https://www.youtube.com/watch?v=iVAgTiBrrDA,The Hobbit: The Battle of the Five Armies - Official Main Trailer [HD],Warner Bros. Pictures,1,,-41,11/6/2014,23885100,113034,12243,1,0,0,0,0
223,The Hobbit: The Battle of the Five Armies,2,1,https://www.youtube.com/watch?v=ZSzeFFsKEt4,The Hobbit: The Battle of the Five Armies - Official Teaser Trailer [HD],Warner Bros. Pictures,,1,-142,7/28/2014,27426882,121579,14543,0,1,1,1,1
224,G.I. Joe: The Rise of Cobra,1,0,https://www.youtube.com/watch?v=MaNs64k_2xw,G.I. Joe: The Rise of Cobra Official Movie Trailer #1 HD,apnatvHD,1,,-98,5/1/2009,4259048,3844,1096,1,1,1,1,1
225,Divergent,1,0,https://www.youtube.com/watch?v=sutgWjz10sM,Divergent (2014) Official Trailer - Shailene Woodley,The Dollar Theater,1,,-128,11/13/2013,38597441,139323,14065,1,1,1,1,1
226,Men in Black 3,2,0,https://www.youtube.com/watch?v=IyaFEBI_L24,MEN IN BLACK 3 - Official Trailer (HD),Sony Pictures Entertainment,1,,-167,12/10/2011,18419084,73557,11345,0,0,1,1,1
226,Men in Black 3,2,1,https://www.youtube.com/watch?v=aoyV49FfjOU,MEN IN BLACK 3 - Official Trailer - In Theaters 5/25,Sony Pictures Entertainment,1,,-81,3/5/2012,1177913,3165,501,1,1,0,0,0
227,San Andreas,3,0,https://www.youtube.com/watch?v=23VflsU3kZE,San Andreas - Official Trailer 2 [HD],Warner Bros. Pictures,1,,-81,3/9/2015,27113167,83265,7598,0,0,1,1,1
227,San Andreas,3,1,https://www.youtube.com/watch?v=SzRbK9qIhBs,San Andreas - Official Trailer 3 [HD],Warner Bros. Pictures,1,,-25,5/4/2015,4701292,12578,1700,0,0,0,0,0
227,San Andreas,3,2,https://www.youtube.com/watch?v=F1ZewAPl7L0,San Andreas - "California Dreamin'",Warner Bros. Pictures,1,,-2,5/27/2015,1897501,6594,479,1,1,0,0,0
229,Ted,1,0,https://www.youtube.com/watch?v=1xSYmg_kpMY,Ted - Trailer,Universal Pictures,1,,-63,4/27/2012,677667,5273,81,1,1,1,1,1
230,Pokémon Detective Pikachu,2,0,https://www.youtube.com/watch?v=1roy4o4tqQM,POKÉMON Detective Pikachu - Official Trailer #1,Warner Bros. Pictures,1,,-179,11/12/2018,77118089,1503207,0,0,0,1,1,1
230,Pokémon Detective Pikachu,2,1,https://www.youtube.com/watch?v=bILE5BEyhdo,POKÉMON Detective Pikachu - Official Trailer 2,Warner Bros. Pictures,1,,-73,2/26/2019,42983759,490970,0,1,1,0,0,0
231,The Martian,2,0,https://www.youtube.com/watch?v=ej3ioOneTy8,The Martian | Official Trailer [HD] | 20th Century FOX,20th Century Studios,1,,-44,8/19/2015,19980942,92574,6634,1,0,0,0,0
231,The Martian,2,1,https://www.youtube.com/watch?v=Ue4PCI0NamI,The Martian | Teaser Trailer [HD] | 20th Century FOX,20th Century Studios,,1,-116,6/8/2015,22602137,96498,9713,0,1,1,1,1
232,Night at the Museum: Battle of the Smithsonian,1,0,https://www.youtube.com/watch?v=QCR_fgG0ydY,Night at the Museum: Battle of the Smithsonian | Trailer | Fox Family Entertainment,Fox Family Entertainment,1,,-58,3/25/2009,509045,1012,0,1,1,1,1,1
234,The Nun,1,0,https://www.youtube.com/watch?v=pzD9zGcUNrw,THE NUN - Official Teaser Trailer [HD],Warner Bros. Pictures,1,,-86,6/13/2018,52422563,400650,25230,1,1,1,1,1
235,Cars 3,3,0,https://www.youtube.com/watch?v=2LeOH9AGJQM,Cars 3 - Official US Trailer,Pixar,1,,-51,4/26/2017,29584758,174000,0,0,0,0,1,0
235,Cars 3,3,1,https://www.youtube.com/watch?v=E4K7JgPJ8-s,Cars 3 Official US Teaser Trailer,Pixar,,1,-207,11/21/2016,29305541,236078,0,0,0,1,0,0
235,Cars 3,3,2,https://www.youtube.com/watch?v=ZuaseSovWDY,Cars 3 "Rivalry" Official Trailer,Pixar,1,,-37,5/10/2017,13913884,80624,5489,1,1,0,0,1
236,Shazam!,2,0,https://www.youtube.com/watch?v=go6GEIrcvFY,SHAZAM! - Official Teaser Trailer [HD],Warner Bros. Pictures,,1,-258,7/21/2018,48551331,488394,52618,0,0,1,1,1
236,Shazam!,2,1,https://www.youtube.com/watch?v=uilJZZ_iVwY,SHAZAM! - Official Trailer 2 - Only In Theaters April 5,Warner Bros. Pictures,1,,-32,3/4/2019,21589521,205745,20376,1,1,0,0,0
237,Green Lantern,1,0,https://www.youtube.com/watch?v=7-GO9fo9DtM,Green Lantern - Trailer,Warner Bros. Pictures,1,,-45,5/3/2011,1812171,11722,1000,1,1,1,1,1
238,The Wolverine,1,0,https://www.youtube.com/watch?v=u1VCP3O8wG0,The Wolverine | Official Trailer 1 [HD] | 20th Century FOX,20th Century Studios,1,,-120,3/28/2013,482413,1533,81,1,1,1,1,1
239,The Lego Batman Movie,4,0,https://www.youtube.com/watch?v=rGQUKzSDhrg,The LEGO Batman Movie – Trailer #4,Warner Bros. Pictures,1,,-98,11/4/2016,16255768,66643,0,1,0,1,1,1
239,The Lego Batman Movie,4,1,https://www.youtube.com/watch?v=LHgQSwgKygk,The LEGO Batman Movie - Wayne Manor Teaser Trailer [HD],Warner Bros. Pictures,,1,-319,3/28/2016,2529353,26304,0,0,0,0,0,0
239,The Lego Batman Movie,4,2,https://www.youtube.com/watch?v=iMdQXYQ_MD8,The LEGO Batman Movie - Comic-Con Trailer [HD],Warner Bros. Pictures,1,,-202,7/23/2016,4902140,42464,0,0,0,0,0,0
239,The Lego Batman Movie,4,3,https://www.youtube.com/watch?v=aBJyp2LFHgk,The LEGO Batman Movie - Batcave Teaser Trailer [HD],Warner Bros. Pictures,,1,-323,3/24/2016,7089587,64780,0,0,1,0,0,0
241,Paranormal Activity 3,1,0,https://www.youtube.com/watch?v=e70TX_photI,Paranormal Activity 3 - Trailer,Paramount Pictures UK,1,,-21,9/30/2011,27294,74,14,1,1,1,1,1
242,Superman Returns,1,0,https://www.youtube.com/watch?v=W1QvEyLDQuU,Superman Returns Mega Trailer,pompeycharlie,1,,-10,6/18/2006,1615560,1835,437,1,1,1,1,1
244,The Divergent Series: Insurgent,2,0,https://www.youtube.com/watch?v=IR-l_TSjlEo,Insurgent Official Trailer #1 (2015) - Shailene Woodley Divergent Sequel HD,Rotten Tomatoes Trailers,1,,-98,12/12/2014,12972195,62257,4395,1,0,1,1,1
244,The Divergent Series: Insurgent,2,1,https://www.youtube.com/watch?v=t1Ok1tzdQMQ,Insurgent Official Teaser Trailer #1 (2015) - Shailene Woodley Divergent Sequel HD,Rotten Tomatoes Trailers,,1,-127,11/13/2014,2077084,7848,1158,0,1,0,0,0
247,Home,2,0,https://www.youtube.com/watch?v=MyqZf8LiWvM,Home Official Trailer #1 (2015) - Jennifer Lopez Rihanna Animated Movie HD,Rotten Tomatoes Trailers,1,,-287,6/13/2014,14664501,34864,0,0,0,1,1,1
247,Home,2,1,https://www.youtube.com/watch?v=iLGDJkhYnVc,Home Official Trailer #2 (2015) - Jim Parsons Rihanna Animated Movie HD,Rotten Tomatoes Trailers,1,,-122,11/25/2014,11653796,25608,0,1,1,0,0,0
251,Bohemian Rhapsody,3,0,https://www.youtube.com/watch?v=mP0VHJYFOAU,Bohemian Rhapsody | Official Trailer [HD] | 20th Century FOX,20th Century Studios,1,,-108,7/17/2018,38920346,366365,19222,0,0,0,1,0
251,Bohemian Rhapsody,3,1,https://www.youtube.com/watch?v=6S9c5nnDd_s,Bohemian Rhapsody | Teaser Trailer [HD] | 20th Century FOX,20th Century Studios,,1,-171,5/15/2018,20282472,405960,20211,0,0,1,0,1
251,Bohemian Rhapsody,3,2,https://www.youtube.com/watch?v=27zlBpzdOZg,Bohemian Rhapsody | Final Trailer [HD] | 20th Century FOX,20th Century Studios,1,,-8,10/25/2018,13097441,121866,6073,1,1,0,0,0
252,Prometheus,2,0,https://www.youtube.com/watch?v=sftuxbvGwiU,Prometheus - Official Trailer [TRUE HD],PrometheusNews,1,,-169,12/22/2011,20003461,32609,17140,0,0,1,1,1
252,Prometheus,2,1,https://www.youtube.com/watch?v=5UEv03g51kU,Prometheus - Official FULL Trailer [HD],PrometheusNews,1,,-83,3/17/2012,1655768,5674,1519,1,1,0,0,0
254,Coco,4,0,https://www.youtube.com/watch?v=xlnPHQ3TLX8,Coco - Official US Trailer,Pixar,1,,-168,6/7/2017,4060828,22053,0,0,0,0,0,1
254,Coco,4,1,https://www.youtube.com/watch?v=Rvr68u6k5sI,Coco Official Final Trailer,Pixar,1,,-16,11/6/2017,18542022,52252,0,1,0,0,1,0
254,Coco,4,2,https://www.youtube.com/watch?v=zNCz4mQzfEI,Coco Official US Teaser Trailer,Pixar,,1,-252,3/15/2017,17028437,82012,0,0,0,1,0,0
254,Coco,4,3,https://www.youtube.com/watch?v=bvomHFZO0mk,Coco - Official US "Find Your Voice" Trailer,Pixar,1,,-70,9/13/2017,3844139,21578,0,0,1,0,0,0
257,Lightyear,3,0,https://www.youtube.com/watch?v=BwZs3H_UN3k,Lightyear | Official Trailer,Pixar,1,,-129,2/8/2022,20737540,449097,0,0,0,0,1,0
257,Lightyear,3,1,https://www.youtube.com/watch?v=wHBBoUtJHhA,Lightyear | Official Trailer 2,Pixar,1,,-57,4/21/2022,19601536,150120,0,1,0,0,0,0
257,Lightyear,3,2,https://www.youtube.com/watch?v=BwPL0Md_QFQ,Lightyear | Teaser Trailer,Pixar,,1,-233,10/27/2021,14712606,479448,35271,0,1,1,0,1
258,Dunkirk,3,0,https://www.youtube.com/watch?v=F-eMt3SrfFU,Dunkirk - Trailer 1 [HD],Warner Bros. Pictures,1,,-219,12/14/2016,47440213,334785,30115,0,0,1,1,1
258,Dunkirk,3,1,https://www.youtube.com/watch?v=T7O7BtBnsG4,DUNKIRK - OFFICIAL MAIN TRAILER [HD],Warner Bros. Pictures,1,,-77,5/5/2017,9842977,88549,6153,1,0,0,0,0
258,Dunkirk,3,2,https://www.youtube.com/watch?v=yM9BWtppzko,Dunkirk - Announcement [HD],Warner Bros. Pictures,,1,-351,8/4/2016,7013737,48625,7851,0,1,0,0,0
260,Jackass 3D,1,0,https://www.youtube.com/watch?v=Fi9AVKqHzHU,Jackass 3D Trailer,Movie Network,1,,-9,10/6/2010,1843464,1432,140,1,1,1,1,1
264,A Quiet Place,2,0,https://www.youtube.com/watch?v=WR7cc5t7tv8,A Quiet Place (2018) - Official Trailer - Paramount Pictures,Paramount Pictures,1,,-53,2/12/2018,32596460,151426,12108,1,0,1,1,1
264,A Quiet Place,2,1,https://www.youtube.com/watch?v=p9wE8dyzEJE,A Quiet Place (2018) - Official Teaser Trailer - Paramount Pictures,Paramount Pictures,,1,-141,11/16/2017,19623330,89224,9427,0,1,0,0,0
265,The Boss Baby,2,0,https://www.youtube.com/watch?v=lNzbT82eDAs,The Boss Baby | Official HD Trailer #1 | 2017,20th Century Studios UK,1,,-165,10/17/2016,274229,829,64,0,0,0,0,1
265,The Boss Baby,2,1,https://www.youtube.com/watch?v=Gq5qfM2J3TY,The Boss Baby | Official HD Trailer #2 | 2017,20th Century Studios UK,1,,-106,12/15/2016,1921556,924,61,1,1,1,1,0
267,The Great Gatsby,2,0,https://www.youtube.com/watch?v=4w8lohkQtbY,The Great Gatsby - Official Trailer #1 [HD],Warner Bros. Pictures,1,,-205,10/17/2012,812237,3650,161,0,0,1,1,1
267,The Great Gatsby,2,1,https://www.youtube.com/watch?v=HJCz3lMa4Xw,The Great Gatsby - Official Trailer 2 [HD],Warner Bros. Pictures,1,,-142,12/19/2012,359577,1447,154,1,1,0,0,0
269,Taken 2,1,0,https://www.youtube.com/watch?v=U3T9PD5IGjI,Taken 2 | Official Trailer | 20th Century FOX,20th Century Studios,1,,-36,8/30/2012,226850,543,25,1,1,1,1,1
270,How to Train Your Dragon 2,1,0,https://www.youtube.com/watch?v=wyZOaBxgYTo,How to Train Your Dragon 2 | Official Teaser [HD] | 20th Century FOX,20th Century Studios,,1,-318,7/30/2013,363137,2199,0,1,1,1,1,1
271,Halloween Kills,3,0,https://www.youtube.com/watch?v=hL6R3HmQfPc,Halloween Kills - Official Trailer,Universal Pictures,1,,-113,6/24/2021,15593986,257401,29559,0,0,1,1,1
271,Halloween Kills,3,1,https://www.youtube.com/watch?v=OUwVHX3242M,Halloween Kills - Final Trailer,Universal Pictures,1,,-25,9/20/2021,9781616,73472,8372,1,0,0,0,0
271,Halloween Kills,3,2,https://www.youtube.com/watch?v=TgWlruoQoLI,Halloween Kills - Next Halloween (In Theaters October 15 2021) (HD),Universal Pictures,,1,-351,10/29/2020,1504319,39089,3563,0,1,0,0,0
272,Wreck-It Ralph,2,0,https://www.youtube.com/watch?v=87E6N7ToCxs,Wreck-It Ralph Trailer,Walt Disney Animation Studios,1,,-50,9/13/2012,11649866,31850,0,1,0,1,1,1
272,Wreck-It Ralph,2,1,https://www.youtube.com/watch?v=JPSQOomMWro,Wreck-It Ralph Teaser Trailer,Walt Disney Animation Studios,,1,-148,6/7/2012,1867075,9082,0,0,1,0,0,0
273,Neighbors,1,0,https://www.youtube.com/watch?v=KrAf5ALLxGI,Neighbors - Trailer,Universal Pictures,1,,-198,10/23/2013,2574595,7565,201,1,1,1,1,1
274,Alvin and the Chipmunks: The Squeakquel,1,0,https://www.youtube.com/watch?v=HwVzCtRvcyY,Alvin and the Chipmunks | The Squeakquel | Official Trailer HD,20th Century Studios UK,1,,-28,11/25/2009,920852,2844,0,1,1,1,1,1
275,Tangled,2,0,https://www.youtube.com/watch?v=JYKpIr1lSG0,Tangled - Official Trailer 2,Walt Disney Studios,1,,-70,9/15/2010,3820153,8303,0,1,0,1,1,1
275,Tangled,2,1,https://www.youtube.com/watch?v=wCxuxrLNrsw,Tangled: Trailer 1,Walt Disney Studios,1,,-166,6/11/2010,1922767,3203,0,0,1,0,0,0
278,Hotel Transylvania 2,2,0,https://www.youtube.com/watch?v=T3nqmGgnJe8,HOTEL TRANSYLVANIA 2 - Official Trailer (HD),Sony Pictures Entertainment,1,,-100,6/17/2015,40633082,105732,0,1,0,1,1,0
278,Hotel Transylvania 2,2,1,https://www.youtube.com/watch?v=OIx8OGeEh9c,HOTEL TRANSYLVANIA 2 - Official Teaser Trailer,Sony Pictures Entertainment,,1,-197,3/12/2015,8983455,16327,679,0,1,0,0,1
279,The Fault in Our Stars,3,0,https://www.youtube.com/watch?v=9ItBvH5J6ss,The Fault In Our Stars | Official Trailer [HD] | 20th Century FOX,20th Century Studios,1,,-128,1/29/2014,47408947,600881,40028,0,0,1,1,1
279,The Fault in Our Stars,3,1,https://www.youtube.com/watch?v=C99rqP-lMjM,The Fault in Our Stars | Extended Trailer [HD] | 20th Century FOX,20th Century Studios,1,,-38,4/29/2014,3060939,50233,2412,1,0,0,0,0
279,The Fault in Our Stars,3,2,https://www.youtube.com/watch?v=BJl1ZPUMvhA,The Fault In Our Stars | Teaser [HD] | 20th Century FOX,20th Century Studios,,1,-128,1/29/2014,254956,1983,36,0,1,0,0,0
280,Godzilla: King of the Monsters,4,0,https://www.youtube.com/watch?v=wVDtmouV9kM,Godzilla: King of the Monsters - Official Trailer 1 - Now Playing In Theaters,Warner Bros. Pictures,1,,-314,7/21/2018,30612203,383601,70009,0,0,1,1,1
280,Godzilla: King of the Monsters,4,1,https://www.youtube.com/watch?v=QFxN2oDKk0E,Godzilla: King of the Monsters - Final Trailer - Now Playing In Theaters,Warner Bros. Pictures,1,,-38,4/23/2019,29899939,344686,38899,0,0,0,0,0
280,Godzilla: King of the Monsters,4,2,https://www.youtube.com/watch?v=KDnKuFtdc7A,Godzilla: King of the Monsters - Official Trailer 2 - Now Playing In Theaters,Warner Bros. Pictures,1,,-172,12/10/2018,14010474,182271,29913,0,0,0,0,0
280,Godzilla: King of the Monsters,4,3,https://www.youtube.com/watch?v=JC-DOCbdbmw,Godzilla: King of the Monsters - Knock You Out - Exclusive Final Look,Warner Bros. Pictures,1,,-7,5/24/2019,6850521,67544,5731,1,1,0,0,0
283,Kung Fu Panda 2,2,0,https://www.youtube.com/watch?v=FQ63rqSRrEI,Kung Fu Panda 2 | Official Trailer,Kung Fu Panda,1,,-83,3/4/2011,2271349,8136,0,1,0,1,1,1
283,Kung Fu Panda 2,2,1,https://www.youtube.com/watch?v=TIA6KNfpRqs,Kung Fu Panda 2 | Official Teaser Trailer,Kung Fu Panda,,1,-199,11/8/2010,1363839,2504,0,0,1,0,0,0
286,A Quiet Place Part II,1,0,https://www.youtube.com/watch?v=BpdDN9d9Jio,A Quiet Place Part II (2021) - Final Trailer - Paramount Pictures,Paramount Pictures,1,,-22,5/6/2021,20018386,130226,7540,1,1,1,1,1
287,Interstellar,2,0,https://www.youtube.com/watch?v=2LqzF5WauAw,Interstellar Movie - Official Trailer,Interstellar Movie,1,,-173,5/16/2014,5558627,28287,2343,0,0,0,0,0
287,Interstellar,2,1,https://www.youtube.com/watch?v=0vxOhd4qlnA,Interstellar Movie - Official Trailer 3,Interstellar Movie,1,,-35,10/1/2014,18689174,43373,6522,1,1,1,1,1
295,The Secret Life of Pets 2,2,0,https://www.youtube.com/watch?v=mYocfuqu2A8,The Secret Life Of Pets 2 | Official Trailer [HD] | Illumination,Illumination,1,,-57,4/11/2019,27219864,38164,0,0,0,1,1,1
295,The Secret Life of Pets 2,2,1,https://www.youtube.com/watch?v=EUZpVWepAQw,The Secret Life Of Pets 2 | The Final Trailer [HD] | Illumination,Illumination,1,,-22,5/16/2019,10629269,28792,0,1,1,0,0,0
297,Ice Age: Continental Drift,2,0,https://www.youtube.com/watch?v=WR6S5vze8gg,Ice Age: Continental Drift | Official Trailer 2 | Fox Family Entertainment,Fox Family Entertainment,1,,-2,7/11/2012,270190,742,0,1,0,0,0,1
297,Ice Age: Continental Drift,2,1,https://www.youtube.com/watch?v=9edlC2lMDIQ,Ice Age: Continental Drift | Official Trailer | Fox Family Entertainment,Fox Family Entertainment,1,,-128,3/7/2012,549381,981,0,0,1,1,1,0
298,Fifty Shades Darker,2,0,https://www.youtube.com/watch?v=n6BVyk7hty8,Fifty Shades Darker - Official Trailer (HD),Fifty Shades,1,,-150,9/13/2016,24805246,95597,7519,0,0,0,0,1
298,Fifty Shades Darker,2,1,https://www.youtube.com/watch?v=TUnylyz5mqQ,Fifty Shades Darker - Official Trailer 2 (HD),Fifty Shades,1,,-65,12/7/2016,26556903,99271,4791,1,1,1,1,0
299,Trolls,1,0,https://www.youtube.com/watch?v=4rdMgJJ2exQ,DreamWorks' TROLLS | Official HD Trailer #1 | 2016,20th Century Studios UK,1,,-281,1/28/2016,2562718,7051,3028,1,1,1,1,1
302,Angels & Demons,1,0,https://www.youtube.com/watch?v=ekfTP1UQG1o,ANGELS & DEMONS - In Theaters 5/15/09,Sony Pictures Entertainment,1,,-57,3/19/2009,1763480,4857,1361,1,1,1,1,1
304,Ghostbusters,1,0,https://www.youtube.com/watch?v=w3ugHP-yZXw,GHOSTBUSTERS - Official Trailer (HD),Sony Pictures Entertainment,1,,-134,3/3/2016,48105524,327052,244594,1,1,1,1,1
305,Megamind,3,0,https://www.youtube.com/watch?v=bixkC-ZrH34,DreamWorks Animation's "Megamind" - Trailer,Peacock Kids,1,,-168,5/21/2010,432028,858,0,0,0,0,0,1
305,Megamind,3,1,https://www.youtube.com/watch?v=Xu42-p6_5RE,DreamWorks Animation's "Megamind" Final Trailer,Peacock Kids,1,,-56,9/10/2010,3045395,5036,0,1,0,1,1,0
305,Megamind,3,2,https://www.youtube.com/watch?v=Wtf2vk0BCsc,DreamWorks Animation's "Megamind" - Teaser Trailer,Peacock Kids,,1,-231,3/19/2010,253317,523,0,0,1,0,0,0
