uniqueID,movie_name,num_trailers,trailer_id,video_url,video_title,channel,official,teaser,days_diff,trailer_release,trailer_view,trailer_like,trailer_comment,most_recent,oldest,most_liked,most_viewed,most_comment,invalid_trailer
221,How to Train Your Dragon: The Hidden World,2,0,https://www.youtube.com/watch?v=9vSaz7pv2kA,HOW TO TRAIN YOUR DRAGON: THE HIDDEN WORLD – Official Teaser Trailer (Universal Pictures) HD,Universal Pictures UK,0,1,-260,6/7/2018,1119829,5983,TO-DO,0,0,0,0,TO-DO,1
221,How to Train Your Dragon: The Hidden World,2,1,https://www.youtube.com/watch?v=acDHTkslk2w,HOW TO TRAIN YOUR DRAGON: THE HIDDEN WORLD - Official Trailer 2 (Universal Pictures) HD,Universal Pictures UK,1,0,-120,10/25/2018,5990931,25371,TO-DO,1,1,1,1,TO-DO,1
222,Rise of the Planet of the Apes,1,0,https://www.youtube.com/watch?v=P1yKN0llkrY,Rise of the Planet of the Apes | Trailer | 20th Century FOX,Planet of the Apes,1,0,-31,7/5/2011,351478,765,TO-DO,1,1,1,1,TO-DO,1
223,The Hobbit: The Battle of the Five Armies,2,0,https://www.youtube.com/watch?v=iVAgTiBrrDA,The Hobbit: The Battle of the Five Armies - Official Main Trailer [HD],Warner Bros. Pictures,1,0,-41,11/6/2014,23862229,112866,TO-DO,1,0,0,0,TO-DO,1
223,The Hobbit: The Battle of the Five Armies,2,1,https://www.youtube.com/watch?v=ZSzeFFsKEt4,The Hobbit: The Battle of the Five Armies - Official Teaser Trailer [HD],Warner Bros. Pictures,0,1,-142,7/28/2014,27413617,121530,TO-DO,0,1,1,1,TO-DO,1
225,Divergent,1,0,https://www.youtube.com/watch?v=sutgWjz10sM,Divergent (2014) Official Trailer - Shailene Woodley,The Dollar Theater,1,0,-128,11/13/2013,38552607,139049,TO-DO,1,1,1,1,TO-DO,1
226,Men in Black 3,2,0,https://www.youtube.com/watch?v=IyaFEBI_L24,MEN IN BLACK 3 - Official Trailer (HD),Sony Pictures Entertainment,1,0,-167,12/10/2011,18410851,73515,TO-DO,0,0,1,1,TO-DO,1
226,Men in Black 3,2,1,https://www.youtube.com/watch?v=aoyV49FfjOU,MEN IN BLACK 3 - Official Trailer - In Theaters 5/25,Sony Pictures Entertainment,1,0,-81,3/5/2012,1176750,3163,TO-DO,1,1,0,0,TO-DO,1
227,San Andreas,3,0,https://www.youtube.com/watch?v=23VflsU3kZE,San Andreas - Official Trailer 2 [HD],Warner Bros. Pictures,1,0,-81,3/9/2015,27076937,83068,TO-DO,0,0,1,1,TO-DO,1
227,San Andreas,3,1,https://www.youtube.com/watch?v=SzRbK9qIhBs,San Andreas - Official Trailer 3 [HD],Warner Bros. Pictures,1,0,-25,5/4/2015,4699157,12571,TO-DO,0,0,0,0,TO-DO,1
227,San Andreas,3,2,https://www.youtube.com/watch?v=F1ZewAPl7L0,San Andreas - "California Dreamin'",Warner Bros. Pictures,1,0,-2,5/27/2015,1894575,6575,TO-DO,1,1,0,0,TO-DO,1
229,Ted,1,0,https://www.youtube.com/watch?v=1xSYmg_kpMY,Ted - Trailer,Universal Pictures,1,0,-63,4/27/2012,628039,4880,TO-DO,1,1,1,1,TO-DO,1
230,Pokémon Detective Pikachu,2,0,https://www.youtube.com/watch?v=1roy4o4tqQM,POKÉMON Detective Pikachu - Official Trailer #1,Warner Bros. Pictures,1,0,-179,11/12/2018,77075258,1503091,TO-DO,0,0,1,1,TO-DO,1
230,Pokémon Detective Pikachu,2,1,https://www.youtube.com/watch?v=bILE5BEyhdo,POKÉMON Detective Pikachu - Official Trailer 2,Warner Bros. Pictures,1,0,-73,2/26/2019,42966317,490904,TO-DO,1,1,0,0,TO-DO,1
231,The Martian,2,0,https://www.youtube.com/watch?v=ej3ioOneTy8,The Martian | Official Trailer [HD] | 20th Century FOX,20th Century Studios,1,0,-44,8/19/2015,19933926,92158,TO-DO,1,0,0,0,TO-DO,1
231,The Martian,2,1,https://www.youtube.com/watch?v=Ue4PCI0NamI,The Martian | Teaser Trailer [HD] | 20th Century FOX,20th Century Studios,0,1,-116,6/8/2015,22598467,96483,TO-DO,0,1,1,1,TO-DO,1
232,Night at the Museum: Battle of the Smithsonian,1,0,https://www.youtube.com/watch?v=QCR_fgG0ydY,Night at the Museum: Battle of the Smithsonian | Trailer | Fox Family Entertainment,Fox Family Entertainment,1,0,-58,3/25/2009,502790,985,TO-DO,1,1,1,1,TO-DO,1
234,The Nun,1,0,https://www.youtube.com/watch?v=pzD9zGcUNrw,THE NUN - Official Teaser Trailer [HD],Warner Bros. Pictures,1,0,-86,6/13/2018,52212738,399350,TO-DO,1,1,1,1,TO-DO,1
235,Cars 3,3,0,https://www.youtube.com/watch?v=2LeOH9AGJQM,Cars 3 - Official US Trailer,Pixar,1,0,-51,4/26/2017,29491233,173692,TO-DO,0,0,0,1,TO-DO,1
235,Cars 3,3,1,https://www.youtube.com/watch?v=E4K7JgPJ8-s,Cars 3 Official US Teaser Trailer,Pixar,0,1,-207,11/21/2016,29281588,235812,TO-DO,0,0,1,0,TO-DO,1
235,Cars 3,3,2,https://www.youtube.com/watch?v=ZuaseSovWDY,Cars 3 "Rivalry" Official Trailer,Pixar,1,0,-37,5/10/2017,13885451,80504,TO-DO,1,1,0,0,TO-DO,1
236,Shazam!,2,0,https://www.youtube.com/watch?v=go6GEIrcvFY,SHAZAM! - Official Teaser Trailer [HD],Warner Bros. Pictures,0,1,-258,7/21/2018,48520293,488218,TO-DO,0,0,1,1,TO-DO,1
236,Shazam!,2,1,https://www.youtube.com/watch?v=uilJZZ_iVwY,SHAZAM! - Official Trailer 2 - Only In Theaters April 5,Warner Bros. Pictures,1,0,-32,3/4/2019,21579116,205721,TO-DO,1,1,0,0,TO-DO,1
237,Green Lantern,1,0,https://www.youtube.com/watch?v=7-GO9fo9DtM,Green Lantern - Trailer,Warner Bros. Pictures,1,0,-45,5/3/2011,1793218,11553,TO-DO,1,1,1,1,TO-DO,1
238,The Wolverine,1,0,https://www.youtube.com/watch?v=u1VCP3O8wG0,The Wolverine | Official Trailer 1 [HD] | 20th Century FOX,20th Century Studios,1,0,-120,3/28/2013,479329,1525,TO-DO,1,1,1,1,TO-DO,1
239,The Lego Batman Movie,4,0,https://www.youtube.com/watch?v=rGQUKzSDhrg,The LEGO Batman Movie – Trailer #4,Warner Bros. Pictures,1,0,-98,11/4/2016,16250749,66604,TO-DO,1,0,1,1,TO-DO,1
239,The Lego Batman Movie,4,1,https://www.youtube.com/watch?v=LHgQSwgKygk,The LEGO Batman Movie - Wayne Manor Teaser Trailer [HD],Warner Bros. Pictures,0,1,-319,3/28/2016,2527849,26285,TO-DO,0,0,0,0,TO-DO,1
239,The Lego Batman Movie,4,2,https://www.youtube.com/watch?v=iMdQXYQ_MD8,The LEGO Batman Movie - Comic-Con Trailer [HD],Warner Bros. Pictures,1,0,-202,7/23/2016,4901474,42459,TO-DO,0,0,0,0,TO-DO,1
239,The Lego Batman Movie,4,3,https://www.youtube.com/watch?v=aBJyp2LFHgk,The LEGO Batman Movie - Batcave Teaser Trailer [HD],Warner Bros. Pictures,0,1,-323,3/24/2016,7088030,64768,TO-DO,0,1,0,0,TO-DO,1
241,Paranormal Activity 3,1,0,https://www.youtube.com/watch?v=e70TX_photI,Paranormal Activity 3 - Trailer,Paramount Pictures UK,1,0,-21,9/30/2011,26806,73,TO-DO,1,1,1,1,TO-DO,1
251,Bohemian Rhapsody,3,0,https://www.youtube.com/watch?v=mP0VHJYFOAU,Bohemian Rhapsody | Official Trailer [HD] | 20th Century FOX,20th Century Studios,1,0,-108,7/17/2018,38878066,365978,TO-DO,0,0,0,1,TO-DO,1
251,Bohemian Rhapsody,3,1,https://www.youtube.com/watch?v=6S9c5nnDd_s,Bohemian Rhapsody | Teaser Trailer [HD] | 20th Century FOX,20th Century Studios,0,1,-171,5/15/2018,20276166,405951,TO-DO,0,0,1,0,TO-DO,1
251,Bohemian Rhapsody,3,2,https://www.youtube.com/watch?v=27zlBpzdOZg,Bohemian Rhapsody | Final Trailer [HD] | 20th Century FOX,20th Century Studios,1,0,-8,10/25/2018,13092367,121804,TO-DO,1,1,0,0,TO-DO,1
252,Prometheus,2,0,https://www.youtube.com/watch?v=sftuxbvGwiU,Prometheus - Official Trailer [TRUE HD],PrometheusNews,1,0,-169,12/22/2011,20001090,32596,TO-DO,0,0,1,1,TO-DO,1
252,Prometheus,2,1,https://www.youtube.com/watch?v=5UEv03g51kU,Prometheus - Official FULL Trailer [HD],PrometheusNews,1,0,-83,3/17/2012,1654878,5659,TO-DO,1,1,0,0,TO-DO,1
254,Coco,4,0,https://www.youtube.com/watch?v=xlnPHQ3TLX8,Coco - Official US Trailer,Pixar,1,0,-168,6/7/2017,4050422,22001,TO-DO,0,0,0,0,TO-DO,1
254,Coco,4,1,https://www.youtube.com/watch?v=Rvr68u6k5sI,Coco Official Final Trailer,Pixar,1,0,-16,11/6/2017,18404356,51764,TO-DO,1,0,0,1,TO-DO,1
254,Coco,4,2,https://www.youtube.com/watch?v=zNCz4mQzfEI,Coco Official US Teaser Trailer,Pixar,0,1,-252,3/15/2017,17019289,81992,TO-DO,0,0,1,0,TO-DO,1
254,Coco,4,3,https://www.youtube.com/watch?v=bvomHFZO0mk,Coco - Official US "Find Your Voice" Trailer,Pixar,1,0,-70,9/13/2017,3835215,21541,TO-DO,0,1,0,0,TO-DO,1
257,Lightyear,3,0,https://www.youtube.com/watch?v=BwZs3H_UN3k,Lightyear | Official Trailer,Pixar,1,0,-129,2/8/2022,20670655,448962,TO-DO,0,0,0,1,TO-DO,1
257,Lightyear,3,1,https://www.youtube.com/watch?v=wHBBoUtJHhA,Lightyear | Official Trailer 2,Pixar,1,0,-57,4/21/2022,19577946,150085,TO-DO,1,0,0,0,TO-DO,1
257,Lightyear,3,2,https://www.youtube.com/watch?v=BwPL0Md_QFQ,Lightyear | Teaser Trailer,Pixar,0,1,-233,10/27/2021,14679534,479429,TO-DO,0,1,1,0,TO-DO,1
258,Dunkirk,3,0,https://www.youtube.com/watch?v=F-eMt3SrfFU,Dunkirk - Trailer 1 [HD],Warner Bros. Pictures,1,0,-219,12/14/2016,47333063,333519,TO-DO,0,0,1,1,TO-DO,1
258,Dunkirk,3,1,https://www.youtube.com/watch?v=T7O7BtBnsG4,DUNKIRK - OFFICIAL MAIN TRAILER [HD],Warner Bros. Pictures,1,0,-77,5/5/2017,9833612,88447,TO-DO,1,0,0,0,TO-DO,1
258,Dunkirk,3,2,https://www.youtube.com/watch?v=yM9BWtppzko,Dunkirk - Announcement [HD],Warner Bros. Pictures,0,1,-351,8/4/2016,7012460,48617,TO-DO,0,1,0,0,TO-DO,1
260,Jackass 3D,1,0,https://www.youtube.com/watch?v=Fi9AVKqHzHU,Jackass 3D Trailer,Movie Network,1,0,-9,10/6/2010,1843290,1430,TO-DO,1,1,1,1,TO-DO,1
264,A Quiet Place,2,0,https://www.youtube.com/watch?v=WR7cc5t7tv8,A Quiet Place (2018) - Official Trailer - Paramount Pictures,Paramount Pictures,1,0,-53,2/12/2018,32419314,150513,TO-DO,1,0,1,1,TO-DO,1
264,A Quiet Place,2,1,https://www.youtube.com/watch?v=p9wE8dyzEJE,A Quiet Place (2018) - Official Teaser Trailer - Paramount Pictures,Paramount Pictures,0,1,-141,11/16/2017,19616512,89197,TO-DO,0,1,0,0,TO-DO,1
265,The Boss Baby,2,0,https://www.youtube.com/watch?v=lNzbT82eDAs,The Boss Baby | Official HD Trailer #1 | 2017,20th Century Studios UK,1,0,-165,10/17/2016,269602,818,TO-DO,0,0,0,0,TO-DO,1
265,The Boss Baby,2,1,https://www.youtube.com/watch?v=Gq5qfM2J3TY,The Boss Baby | Official HD Trailer #2 | 2017,20th Century Studios UK,1,0,-106,12/15/2016,1919393,919,TO-DO,1,1,1,1,TO-DO,1
267,The Great Gatsby,2,0,https://www.youtube.com/watch?v=4w8lohkQtbY,The Great Gatsby - Official Trailer #1 [HD],Warner Bros. Pictures,1,0,-205,10/17/2012,796081,3603,TO-DO,0,0,1,1,TO-DO,1
267,The Great Gatsby,2,1,https://www.youtube.com/watch?v=HJCz3lMa4Xw,The Great Gatsby - Official Trailer 2 [HD],Warner Bros. Pictures,1,0,-142,12/19/2012,359144,1445,TO-DO,1,1,0,0,TO-DO,1
269,Taken 2,1,0,https://www.youtube.com/watch?v=U3T9PD5IGjI,Taken 2 | Official Trailer | 20th Century FOX,20th Century Studios,1,0,-36,8/30/2012,224857,535,TO-DO,1,1,1,1,TO-DO,1
270,How to Train Your Dragon 2,1,0,https://www.youtube.com/watch?v=wyZOaBxgYTo,How to Train Your Dragon 2 | Official Teaser [HD] | 20th Century FOX,20th Century Studios,0,1,-318,7/30/2013,358704,2186,TO-DO,1,1,1,1,TO-DO,1
271,Halloween Kills,3,0,https://www.youtube.com/watch?v=hL6R3HmQfPc,Halloween Kills - Official Trailer,Universal Pictures,1,0,-113,6/24/2021,15568439,257325,TO-DO,0,0,1,1,TO-DO,1
271,Halloween Kills,3,1,https://www.youtube.com/watch?v=OUwVHX3242M,Halloween Kills - Final Trailer,Universal Pictures,1,0,-25,9/20/2021,9773582,73448,TO-DO,1,0,0,0,TO-DO,1
271,Halloween Kills,3,2,https://www.youtube.com/watch?v=TgWlruoQoLI,Halloween Kills - Next Halloween (In Theaters October 15 2021) (HD),Universal Pictures,0,1,-351,10/29/2020,1502827,39084,TO-DO,0,1,0,0,TO-DO,1
272,Wreck-It Ralph,2,0,https://www.youtube.com/watch?v=87E6N7ToCxs,Wreck-It Ralph Trailer,Walt Disney Animation Studios,1,0,-50,9/13/2012,11624356,31745,TO-DO,1,0,1,1,TO-DO,1
272,Wreck-It Ralph,2,1,https://www.youtube.com/watch?v=JPSQOomMWro,Wreck-It Ralph Teaser Trailer,Walt Disney Animation Studios,0,1,-148,6/7/2012,1862080,9067,TO-DO,0,1,0,0,TO-DO,1
273,Neighbors,1,0,https://www.youtube.com/watch?v=KrAf5ALLxGI,Neighbors - Trailer,Universal Pictures,1,0,-198,10/23/2013,2564362,7516,TO-DO,1,1,1,1,TO-DO,1
274,Alvin and the Chipmunks: The Squeakquel,1,0,https://www.youtube.com/watch?v=HwVzCtRvcyY,Alvin and the Chipmunks | The Squeakquel | Official Trailer HD,20th Century Studios UK,1,0,-28,11/25/2009,914158,2821,TO-DO,1,1,1,1,TO-DO,1
275,Tangled,2,0,https://www.youtube.com/watch?v=JYKpIr1lSG0,Tangled - Official Trailer 2,Walt Disney Studios,1,0,-70,9/15/2010,3809875,8238,TO-DO,1,0,1,1,TO-DO,1
275,Tangled,2,1,https://www.youtube.com/watch?v=wCxuxrLNrsw,Tangled: Trailer 1,Walt Disney Studios,1,0,-166,6/11/2010,1914769,3160,TO-DO,0,1,0,0,TO-DO,1
278,Hotel Transylvania 2,2,0,https://www.youtube.com/watch?v=T3nqmGgnJe8,HOTEL TRANSYLVANIA 2 - Official Trailer (HD),Sony Pictures Entertainment,1,0,-100,6/17/2015,40624423,105685,TO-DO,1,0,1,1,TO-DO,1
278,Hotel Transylvania 2,2,1,https://www.youtube.com/watch?v=OIx8OGeEh9c,HOTEL TRANSYLVANIA 2 - Official Teaser Trailer,Sony Pictures Entertainment,0,1,-197,3/12/2015,8982032,16314,TO-DO,0,1,0,0,TO-DO,1
279,The Fault in Our Stars,3,0,https://www.youtube.com/watch?v=9ItBvH5J6ss,The Fault In Our Stars | Official Trailer [HD] | 20th Century FOX,20th Century Studios,1,0,-128,1/29/2014,47351132,600221,TO-DO,0,0,1,1,TO-DO,1
279,The Fault in Our Stars,3,1,https://www.youtube.com/watch?v=C99rqP-lMjM,The Fault in Our Stars | Extended Trailer [HD] | 20th Century FOX,20th Century Studios,1,0,-38,4/29/2014,3058372,50199,TO-DO,1,0,0,0,TO-DO,1
279,The Fault in Our Stars,3,2,https://www.youtube.com/watch?v=BJl1ZPUMvhA,The Fault In Our Stars | Teaser [HD] | 20th Century FOX,20th Century Studios,0,1,-128,1/29/2014,254864,1982,TO-DO,0,1,0,0,TO-DO,1
280,Godzilla: King of the Monsters,4,0,https://www.youtube.com/watch?v=wVDtmouV9kM,Godzilla: King of the Monsters - Official Trailer 1 - Now Playing In Theaters,Warner Bros. Pictures,1,0,-314,7/21/2018,30591832,383420,TO-DO,0,0,1,1,TO-DO,1
280,Godzilla: King of the Monsters,4,1,https://www.youtube.com/watch?v=QFxN2oDKk0E,Godzilla: King of the Monsters - Final Trailer - Now Playing In Theaters,Warner Bros. Pictures,1,0,-38,4/23/2019,29848953,344305,TO-DO,0,0,0,0,TO-DO,1
280,Godzilla: King of the Monsters,4,2,https://www.youtube.com/watch?v=KDnKuFtdc7A,Godzilla: King of the Monsters - Official Trailer 2 - Now Playing In Theaters,Warner Bros. Pictures,1,0,-172,12/10/2018,14007030,182247,TO-DO,0,0,0,0,TO-DO,1
280,Godzilla: King of the Monsters,4,3,https://www.youtube.com/watch?v=JC-DOCbdbmw,Godzilla: King of the Monsters - Knock You Out - Exclusive Final Look,Warner Bros. Pictures,1,0,-7,5/24/2019,6833711,67401,TO-DO,1,1,0,0,TO-DO,1
283,Kung Fu Panda 2,2,0,https://www.youtube.com/watch?v=FQ63rqSRrEI,Kung Fu Panda 2 | Official Trailer,Kung Fu Panda,1,0,-83,3/4/2011,2259419,8042,TO-DO,1,0,1,1,TO-DO,1
283,Kung Fu Panda 2,2,1,https://www.youtube.com/watch?v=TIA6KNfpRqs,Kung Fu Panda 2 | Official Teaser Trailer,Kung Fu Panda,0,1,-199,11/8/2010,1357522,2470,TO-DO,0,1,0,0,TO-DO,1
286,A Quiet Place Part II,1,0,https://www.youtube.com/watch?v=BpdDN9d9Jio,A Quiet Place Part II (2021) - Final Trailer - Paramount Pictures,Paramount Pictures,1,0,-22,5/6/2021,19912374,129770,TO-DO,1,1,1,1,TO-DO,1
287,Interstellar,2,0,https://www.youtube.com/watch?v=2LqzF5WauAw,Interstellar Movie - Official Trailer,Interstellar Movie,1,0,-173,5/16/2014,5504756,27969,TO-DO,0,0,0,0,TO-DO,1
287,Interstellar,2,1,https://www.youtube.com/watch?v=0vxOhd4qlnA,Interstellar Movie - Official Trailer 3,Interstellar Movie,1,0,-35,10/1/2014,18682601,43323,TO-DO,1,1,1,1,TO-DO,1
295,The Secret Life of Pets 2,4,0,https://www.youtube.com/watch?v=mYocfuqu2A8,The Secret Life Of Pets 2 | Official Trailer [HD] | Illumination,Illumination,1,0,-57,4/11/2019,27198792,38131,TO-DO,0,0,0,0,TO-DO,1
295,The Secret Life of Pets 2,4,1,https://www.youtube.com/watch?v=EUZpVWepAQw,The Secret Life Of Pets 2 | The Final Trailer [HD] | Illumination,Illumination,1,0,-22,5/16/2019,10613104,28770,TO-DO,1,0,0,0,TO-DO,1
295,The Secret Life of Pets 2,4,2,https://www.youtube.com/watch?v=i-80SGWfEjM,The Secret Life Of Pets | Official Teaser Trailer (HD) | Illumination,Illumination,0,1,-1451,6/17/2015,33857665,118671,TO-DO,0,0,1,1,TO-DO,1
295,The Secret Life of Pets 2,4,3,https://www.youtube.com/watch?v=UZJVc_JTI_w,The Secret Life Of Pets | Trailer #2 (HD) | Illumination,Illumination,1,0,-1226,1/28/2016,23834547,50397,TO-DO,0,1,0,0,TO-DO,1
297,Ice Age: Continental Drift,2,0,https://www.youtube.com/watch?v=WR6S5vze8gg,Ice Age: Continental Drift | Official Trailer 2 | Fox Family Entertainment,Fox Family Entertainment,1,0,-2,7/11/2012,267812,730,TO-DO,1,0,0,0,TO-DO,1
297,Ice Age: Continental Drift,2,1,https://www.youtube.com/watch?v=9edlC2lMDIQ,Ice Age: Continental Drift | Official Trailer | Fox Family Entertainment,Fox Family Entertainment,1,0,-128,3/7/2012,547043,978,TO-DO,0,1,1,1,TO-DO,1
298,Fifty Shades Darker,2,0,https://www.youtube.com/watch?v=n6BVyk7hty8,Fifty Shades Darker - Official Trailer (HD),Fifty Shades,1,0,-150,9/13/2016,24768006,95443,TO-DO,0,0,0,0,TO-DO,1
298,Fifty Shades Darker,2,1,https://www.youtube.com/watch?v=TUnylyz5mqQ,Fifty Shades Darker - Official Trailer 2 (HD),Fifty Shades,1,0,-65,12/7/2016,26547094,99235,TO-DO,1,1,1,1,TO-DO,1
299,Trolls,1,0,https://www.youtube.com/watch?v=4rdMgJJ2exQ,DreamWorks' TROLLS | Official HD Trailer #1 | 2016,20th Century Studios UK,1,0,-281,1/28/2016,2558705,7024,TO-DO,1,1,1,1,TO-DO,1
302,Angels & Demons,1,0,https://www.youtube.com/watch?v=ekfTP1UQG1o,ANGELS & DEMONS - In Theaters 5/15/09,Sony Pictures Entertainment,1,0,-57,3/19/2009,1757597,4833,TO-DO,1,1,1,1,TO-DO,1
304,Ghostbusters,1,0,https://www.youtube.com/watch?v=w3ugHP-yZXw,GHOSTBUSTERS - Official Trailer (HD),Sony Pictures Entertainment,1,0,-134,3/3/2016,48085022,326970,TO-DO,1,1,1,1,TO-DO,1
306,Dumbo,2,0,https://www.youtube.com/watch?v=7NiYVoqBt-8,Dumbo Official Trailer,Walt Disney Studios,1,0,-135,11/14/2018,21099292,254214,TO-DO,1,0,1,1,TO-DO,1
306,Dumbo,2,1,https://www.youtube.com/watch?v=-QPdRfqTnt4,Dumbo Official Teaser Trailer,Walt Disney Studios,0,1,-289,6/13/2018,14699364,183873,TO-DO,0,1,0,0,TO-DO,1
309,Mad Max: Fury Road,2,0,https://www.youtube.com/watch?v=hEJnMQG9ev8,Mad Max: Fury Road - Official Main Trailer [HD],Warner Bros. Pictures,1,0,-45,3/31/2015,35628778,152816,TO-DO,1,0,1,1,TO-DO,1
309,Mad Max: Fury Road,2,1,https://www.youtube.com/watch?v=YWNWi-ZWL3c,Mad Max: Fury Road - Official Theatrical Teaser Trailer [HD],Warner Bros. Pictures,0,1,-156,12/10/2014,15622625,58789,TO-DO,0,1,0,0,TO-DO,1
310,The Meg,1,0,https://www.youtube.com/watch?v=bsLk0NPRFAc,THE MEG - Official Trailer #1 [HD],Warner Bros. Pictures,1,0,-123,4/9/2018,26557019,74181,TO-DO,1,1,1,1,TO-DO,1
313,300: Rise of an Empire,3,0,https://www.youtube.com/watch?v=2zqy21Z29ps,300: Rise of an Empire - Official Trailer 1 [HD],Warner Bros. Pictures,1,0,-268,6/12/2013,18467043,62814,TO-DO,0,0,1,1,TO-DO,1
313,300: Rise of an Empire,3,1,https://www.youtube.com/watch?v=jGEERBDelH8,300: Rise of an Empire - Official Trailer 2 [HD],Warner Bros. Pictures,1,0,-93,12/4/2013,6292995,19736,TO-DO,0,0,0,0,TO-DO,1
313,300: Rise of an Empire,3,2,https://www.youtube.com/watch?v=G3Rzy7YqUVU,300: Rise of an Empire - Official Trailer 3 [HD],Warner Bros. Pictures,1,0,-46,1/20/2014,4964632,13837,TO-DO,1,1,0,0,TO-DO,1
317,Transformers: The Last Knight,2,0,https://www.youtube.com/watch?v=6Vtf0MszgP8,Transformers: The Last Knight – Trailer (2017) Official – Paramount Pictures,Transformers,1,0,-70,4/12/2017,14168236,49000,TO-DO,1,0,1,1,TO-DO,1
317,Transformers: The Last Knight,2,1,https://www.youtube.com/watch?v=v-4rYf0x-F4,Transformers: The Last Knight - Teaser Trailer (2017) Official - Paramount Pictures,Transformers,0,1,-198,12/5/2016,7222443,25878,TO-DO,0,1,0,0,TO-DO,1
319,Nope,2,0,https://www.youtube.com/watch?v=In8fuzj3gck,NOPE | Official Trailer,Universal Pictures,1,0,-159,2/13/2022,28283854,252092,TO-DO,0,0,1,1,TO-DO,1
319,Nope,2,1,https://www.youtube.com/watch?v=HUgmq_8PlRY,NOPE | Final Trailer,Universal Pictures,1,0,-43,6/9/2022,18861207,80034,TO-DO,1,1,0,0,TO-DO,1
321,The Peanuts Movie,1,0,https://www.youtube.com/watch?v=T_X8yvpZg6E,The Peanuts Movie | Official Trailer 2 [HD] | 20th Century FOX,20th Century Studios,1,0,-45,9/22/2015,226793,2088,TO-DO,1,1,1,1,TO-DO,1
322,Hotel Transylvania 3: Summer Vacation,2,0,https://www.youtube.com/watch?v=Ku52zNnft8k,HOTEL TRANSYLVANIA 3: SUMMER VACATION - Official Trailer (HD),Sony Pictures Entertainment,1,0,-114,3/21/2018,17982398,67593,TO-DO,1,0,1,1,TO-DO,1
322,Hotel Transylvania 3: Summer Vacation,2,1,https://www.youtube.com/watch?v=d5exSS74Lh0,HOTEL TRANSYLVANIA 3: SUMMER VACATION - Official Teaser (HD),Sony Pictures Entertainment,0,1,-239,11/16/2017,2535682,15002,TO-DO,0,1,0,0,TO-DO,1
325,Tron: Legacy,4,0,https://www.youtube.com/watch?v=L9szn1QQfas,TRON: LEGACY Official Trailer,Walt Disney Studios,1,0,-284,3/8/2010,14613335,47457,TO-DO,0,0,1,1,TO-DO,1
325,Tron: Legacy,4,1,https://www.youtube.com/watch?v=d4RiUy23e9s,TRON: LEGACY Official Trailer # 3,Walt Disney Studios,1,0,-39,11/8/2010,3020384,8386,TO-DO,1,0,0,0,TO-DO,1
325,Tron: Legacy,4,2,https://www.youtube.com/watch?v=1Ay_H0p2YDk,TRON: LEGACY Official Trailer # 2,Walt Disney Studios,1,0,-146,7/24/2010,1638402,4400,TO-DO,0,0,0,0,TO-DO,1
325,Tron: Legacy,4,3,https://www.youtube.com/watch?v=e1dHhktFLPs,Tron Legacy Trailer,Walt Disney Studios,1,0,-511,7/24/2009,1592167,4582,TO-DO,0,1,0,0,TO-DO,1
326,Uncharted,3,0,https://www.youtube.com/watch?v=eHp3MbsCbMg,UNCHARTED - Official Trailer (HD),Sony Pictures Entertainment,1,0,-120,10/21/2021,23871973,348968,TO-DO,0,0,1,1,TO-DO,1
326,Uncharted,3,1,https://www.youtube.com/watch?v=4wCH1K-ckZw,UNCHARTED - Official Trailer 2 (HD),Sony Pictures Entertainment,1,0,-57,12/23/2021,15623764,245808,TO-DO,0,0,0,0,TO-DO,1
326,Uncharted,3,2,https://www.youtube.com/watch?v=l-LD16Yzi2c,UNCHARTED - Final Trailer (HD),Sony Pictures Entertainment,1,0,-22,1/27/2022,4461080,44422,TO-DO,1,1,0,0,TO-DO,1
327,Ghostbusters: Afterlife,1,0,https://www.youtube.com/watch?v=ahZFCF--uRY,GHOSTBUSTERS: AFTERLIFE - Official Trailer (HD),Sony Pictures Entertainment,1,0,-711,12/9/2019,24978014,460891,TO-DO,1,1,1,1,TO-DO,1
328,Lucy,1,0,https://www.youtube.com/watch?v=bN7ksFEVO9U,Lucy - Trailer (Official - HD),Universal Pictures,1,0,-113,4/3/2014,5652451,21774,TO-DO,1,1,1,1,TO-DO,1
330,Noah,1,0,https://www.youtube.com/watch?v=UAfJulXFYlc,Noah Movie Official Trailer,Paramount Pictures,1,0,-133,11/15/2013,515450,1598,TO-DO,1,1,1,1,TO-DO,1
331,The Croods,2,0,https://www.youtube.com/watch?v=EHGljhKT16I,The Croods | Official Trailer 2 [HD] | 20th Century FOX,20th Century Studios,1,0,-65,1/16/2013,208223,671,TO-DO,1,0,1,1,TO-DO,1
331,The Croods,2,1,https://www.youtube.com/watch?v=PoLirp2KW-w,The Croods | Official Trailer 1 | 20th Century FOX,20th Century Studios,1,0,-169,10/4/2012,54336,179,TO-DO,0,1,0,0,TO-DO,1
335,A Star Is Born,1,0,https://www.youtube.com/watch?v=nSbzyEJ8X9E,A STAR IS BORN - Official Trailer 1,Warner Bros. Pictures,1,0,-121,6/6/2018,35977458,240866,TO-DO,1,1,1,1,TO-DO,1
338,Hotel Transylvania,1,0,https://www.youtube.com/watch?v=q4RK3jY7AVk,HOTEL TRANSYLVANIA (3D) - Official Trailer - In Theaters 9/28,Sony Pictures Entertainment,1,0,-99,6/21/2012,5320128,16481,TO-DO,1,1,1,1,TO-DO,1
